audio_filepath,ref,hyp_greedy
/Volumes/data&proj/konkani/KonkaniRawSpeechCorpus/Data/Person Name-W2/Female/21To50/LDC-IL_Scheduled_Konkani_Female_21To50_Person Name-W2_SP-0028_W2-0053.wav,इमरान हाशमी,इमरान हाशमी
/Volumes/data&proj/konkani/KonkaniRawSpeechCorpus/Data/Place Name-W2/Female/Above51/LDC-IL_Scheduled_Konkani_Female_Above51_Place Name-W2_SP-0357_W2-1048.wav,खांडेपार,खांडेपार
/Volumes/data&proj/konkani/KonkaniRawSpeechCorpus/Data/Most Frequent Word-Part-W3A/Female/21To50/LDC-IL_Scheduled_Konkani_Female_21To50_Most Frequent Word-Part-W3A_SP-0475_W3A-0784.wav,वणत,वणत
/Volumes/data&proj/konkani/KonkaniRawSpeechCorpus/Data/Sentence-S/Female/21To50/LDC-IL_Scheduled_Konkani_Female_21To50_Sentence-S_SP-0383_S-0423.wav,मेल्या उपरांत क्षेत्रज्ञ अमर उरता.,मेल्या उपरांतक क्षेत्रज्ञ अमर उरता.
/Volumes/data&proj/konkani/KonkaniRawSpeechCorpus/Data/Command and Control Words-W1/Female/16To20/LDC-IL_Scheduled_Konkani_Female_16To20_Command and Control Words-W1_SP-0438_W1-0238.wav,सत्तर,सत्तर
/Volumes/data&proj/konkani/KonkaniRawSpeechCorpus/Data/Sentence-S/Female/21To50/LDC-IL_Scheduled_Konkani_Female_21To50_Sentence-S_SP-0140_S-0357.wav,सकाळचें आनी सांजेचे चलप आरोग्या खातीर एकदम बरें आसता.,सकाळचें आनी सांजेचे चलप आरोग्या खाती एकदम बरें आसता.
/Volumes/data&proj/konkani/KonkaniRawSpeechCorpus/Data/Command and Control Words-W1/Female/21To50/LDC-IL_Scheduled_Konkani_Female_21To50_Command and Control Words-W1_SP-0393_W1-0036.wav,करचें न्हय,करचें न्हय
/Volumes/data&proj/konkani/KonkaniRawSpeechCorpus/Data/Person Name-W2/Female/21To50/LDC-IL_Scheduled_Konkani_Female_21To50_Person Name-W2_SP-0064_W2-0504.wav,वी.वी.एस. लक्ष्मण,वी.वी.एस. लक्ष्मण
/Volumes/data&proj/konkani/KonkaniRawSpeechCorpus/Data/Most Frequent Word-Part-W3A/Female/16To20/LDC-IL_Scheduled_Konkani_Female_16To20_Most Frequent Word-Part-W3A_SP-0173_W3A-0600.wav,उणें,उणें
/Volumes/data&proj/konkani/KonkaniRawSpeechCorpus/Data/Command and Control Words-W1/Male/16To20/LDC-IL_Scheduled_Konkani_Male_16To20_Command and Control Words-W1_SP-0238_W1-0183.wav,पंदरा,पंदरा
/Volumes/data&proj/konkani/KonkaniRawSpeechCorpus/Data/Sentence-S/Female/21To50/LDC-IL_Scheduled_Konkani_Female_21To50_Sentence-S_SP-0335_S-0375.wav,अशें म्हणतात बायलांमदीं खूब सहनशक्त आसता.,अशें म्हणतात बयलांमदीं खूब सहनशक्त आसता.
/Volumes/data&proj/konkani/KonkaniRawSpeechCorpus/Data/Most Frequent Word-Part-W3A/Female/16To20/LDC-IL_Scheduled_Konkani_Female_16To20_Most Frequent Word-Part-W3A_SP-0209_W3A-0846.wav,जगप,जगप
/Volumes/data&proj/konkani/KonkaniRawSpeechCorpus/Data/Sentence-S/Female/21To50/LDC-IL_Scheduled_Konkani_Female_21To50_Sentence-S_SP-0140_S-0348.wav,साखर चाखपाक गोड लागता .,साखर चाखपाक गोड लागता .
/Volumes/data&proj/konkani/KonkaniRawSpeechCorpus/Data/Most Frequent Word-Part-W3A/Male/Above51/LDC-IL_Scheduled_Konkani_Male_Above51_Most Frequent Word-Part-W3A_SP-0045_W3A-0935.wav,खात्री,खात्री
/Volumes/data&proj/konkani/KonkaniRawSpeechCorpus/Data/Sentence-S/Female/Above51/LDC-IL_Scheduled_Konkani_Female_Above51_Sentence-S_SP-0399_S-0285.wav,हांवे च्या आनी तीन बिस्किटां घेतली.,हांवे च्या आनी तीन बिस्किटां घेतली.
/Volumes/data&proj/konkani/KonkaniRawSpeechCorpus/Data/Person Name-W2/Female/Above51/LDC-IL_Scheduled_Konkani_Female_Above51_Person Name-W2_SP-0283_W2-0589.wav,सेबी फर्नांडिस,सेबी फर्नांडिस
/Volumes/data&proj/konkani/KonkaniRawSpeechCorpus/Data/Command and Control Words-W1/Male/Above51/LDC-IL_Scheduled_Konkani_Male_Above51_Command and Control Words-W1_SP-0079_W1-0160.wav,डिसेंबर,डिसेंबर
/Volumes/data&proj/konkani/KonkaniRawSpeechCorpus/Data/Command and Control Words-W1/Male/21To50/LDC-IL_Scheduled_Konkani_Male_21To50_Command and Control Words-W1_SP-0144_W1-0171.wav,तीन,तीन
/Volumes/data&proj/konkani/KonkaniRawSpeechCorpus/Data/Place Name-W2/Female/21To50/LDC-IL_Scheduled_Konkani_Female_21To50_Place Name-W2_SP-0490_W2-0852.wav,पिपली,पिपली
/Volumes/data&proj/konkani/KonkaniRawSpeechCorpus/Data/Most Frequent Word-FullSet-W3B/Male/21To50/LDC-IL_Scheduled_Konkani_Male_21To50_Most Frequent Word-FullSet-W3B_SP-0091_W3B-0059.wav,भायर,भायर
/Volumes/data&proj/konkani/KonkaniRawSpeechCorpus/Data/Form and Function Word-W5/Male/16To20/LDC-IL_Scheduled_Konkani_Male_16To20_Form and Function Word-W5_SP-0151_W5-0290.wav,तेपसून,तेपसून
/Volumes/data&proj/konkani/KonkaniRawSpeechCorpus/Data/Person Name-W2/Male/21To50/LDC-IL_Scheduled_Konkani_Male_21To50_Person Name-W2_SP-0298_W2-0208.wav,जॉर्ज फर्नांडिज़,जॉर्ज फर्नांडिज<unk>
/Volumes/data&proj/konkani/KonkaniRawSpeechCorpus/Data/Person Name-W2/Female/21To50/LDC-IL_Scheduled_Konkani_Female_21To50_Person Name-W2_SP-0030_W2-0040.wav,आर.डब्ल्यू. एंडरसन,आर.डब्ल्यू. एंडरसन
/Volumes/data&proj/konkani/KonkaniRawSpeechCorpus/Data/Most Frequent Word-Part-W3A/Male/Above51/LDC-IL_Scheduled_Konkani_Male_Above51_Most Frequent Word-Part-W3A_SP-0280_W3A-0018.wav,पडप,पडप
/Volumes/data&proj/konkani/KonkaniRawSpeechCorpus/Data/Most Frequent Word-FullSet-W3B/Female/21To50/LDC-IL_Scheduled_Konkani_Female_21To50_Most Frequent Word-FullSet-W3B_SP-0001_W3B-0484.wav,सुंदर,सुंदर
/Volumes/data&proj/konkani/KonkaniRawSpeechCorpus/Data/Form and Function Word-W5/Male/21To50/LDC-IL_Scheduled_Konkani_Male_21To50_Form and Function Word-W5_SP-0158_W5-0073.wav,थापटावप,थापटावप
/Volumes/data&proj/konkani/KonkaniRawSpeechCorpus/Data/Place Name-W2/Female/21To50/LDC-IL_Scheduled_Konkani_Female_21To50_Place Name-W2_SP-0482_W2-1205.wav,बिरोंदें,बिरोंदें
/Volumes/data&proj/konkani/KonkaniRawSpeechCorpus/Data/Command and Control Words-W1/Male/21To50/LDC-IL_Scheduled_Konkani_Male_21To50_Command and Control Words-W1_SP-0504_W1-0049.wav,वळात,वळात
/Volumes/data&proj/konkani/KonkaniRawSpeechCorpus/Data/Phonetically Balanced-W4/Female/21To50/LDC-IL_Scheduled_Konkani_Female_21To50_Phonetically Balanced-W4_SP-0153_W4-0121.wav,माकड,माकड
/Volumes/data&proj/konkani/KonkaniRawSpeechCorpus/Data/Phonetically Balanced-W4/Male/Above51/LDC-IL_Scheduled_Konkani_Male_Above51_Phonetically Balanced-W4_SP-0152_W4-0092.wav,फांतोड,फांतोड
/Volumes/data&proj/konkani/KonkaniRawSpeechCorpus/Data/Sentence-S/Male/21To50/LDC-IL_Scheduled_Konkani_Male_21To50_Sentence-S_SP-0006_S-0214.wav,चवथीच्या दिसांनी घुमटां आनी डमरू वाजोवन आरत्या म्हणटात.,चवथीच्या दिसांनी घुमटां आनी डमरू वाजोवन आरत्या म्हणटात.
/Volumes/data&proj/konkani/KonkaniRawSpeechCorpus/Data/Most Frequent Word-Part-W3A/Female/Above51/LDC-IL_Scheduled_Konkani_Female_Above51_Most Frequent Word-Part-W3A_SP-0399_W3A-0133.wav,बापूय,बापूय
/Volumes/data&proj/konkani/KonkaniRawSpeechCorpus/Data/Most Frequent Word-FullSet-W3B/Male/16To20/LDC-IL_Scheduled_Konkani_Male_16To20_Most Frequent Word-FullSet-W3B_SP-0004_W3B-0674.wav,लांब,लांब
/Volumes/data&proj/konkani/KonkaniRawSpeechCorpus/Data/Place Name-W2/Female/21To50/LDC-IL_Scheduled_Konkani_Female_21To50_Place Name-W2_SP-0477_W2-0674.wav,उतड्डें,उतड्डें
/Volumes/data&proj/konkani/KonkaniRawSpeechCorpus/Data/Most Frequent Word-Part-W3A/Male/21To50/LDC-IL_Scheduled_Konkani_Male_21To50_Most Frequent Word-Part-W3A_SP-0249_W3A-0454.wav,चित्र,चित्र
/Volumes/data&proj/konkani/KonkaniRawSpeechCorpus/Data/Place Name-W2/Female/21To50/LDC-IL_Scheduled_Konkani_Female_21To50_Place Name-W2_SP-0175_W2-0674.wav,उतड्डें,उतड्डें
/Volumes/data&proj/konkani/KonkaniRawSpeechCorpus/Data/Most Frequent Word-Part-W3A/Male/21To50/LDC-IL_Scheduled_Konkani_Male_21To50_Most Frequent Word-Part-W3A_SP-0327_W3A-0646.wav,बारीक,बारीक
/Volumes/data&proj/konkani/KonkaniRawSpeechCorpus/Data/Most Frequent Word-Part-W3A/Male/21To50/LDC-IL_Scheduled_Konkani_Male_21To50_Most Frequent Word-Part-W3A_SP-0279_W3A-0371.wav,दोतोर,दोतोर
/Volumes/data&proj/konkani/KonkaniRawSpeechCorpus/Data/Most Frequent Word-Part-W3A/Female/Above51/LDC-IL_Scheduled_Konkani_Female_Above51_Most Frequent Word-Part-W3A_SP-0433_W3A-0875.wav,दरेक,दरेक
/Volumes/data&proj/konkani/KonkaniRawSpeechCorpus/Data/Most Frequent Word-FullSet-W3B/Male/21To50/LDC-IL_Scheduled_Konkani_Male_21To50_Most Frequent Word-FullSet-W3B_SP-0091_W3B-0643.wav,उडप,उडप
/Volumes/data&proj/konkani/KonkaniRawSpeechCorpus/Data/Person Name-W2/Male/21To50/LDC-IL_Scheduled_Konkani_Male_21To50_Person Name-W2_SP-0441_W2-0081.wav,एस्. एम्. बोर्जीस,एस्. एम्. बोर्जीस
/Volumes/data&proj/konkani/KonkaniRawSpeechCorpus/Data/Person Name-W2/Female/Above51/LDC-IL_Scheduled_Konkani_Female_Above51_Person Name-W2_SP-0038_W2-0196.wav,जितेन्द्र नारायण ठाकुर,जितेन्द्र नारायण ठाकुर
/Volumes/data&proj/konkani/KonkaniRawSpeechCorpus/Data/Phonetically Balanced-W4/Male/21To50/LDC-IL_Scheduled_Konkani_Male_21To50_Phonetically Balanced-W4_SP-0006_W4-0007.wav,माड,माड
/Volumes/data&proj/konkani/KonkaniRawSpeechCorpus/Data/Most Frequent Word-Part-W3A/Male/Above51/LDC-IL_Scheduled_Konkani_Male_Above51_Most Frequent Word-Part-W3A_SP-0280_W3A-0037.wav,ताचें,ताचें
/Volumes/data&proj/konkani/KonkaniRawSpeechCorpus/Data/Most Frequent Word-FullSet-W3B/Female/21To50/LDC-IL_Scheduled_Konkani_Female_21To50_Most Frequent Word-FullSet-W3B_SP-0001_W3B-0379.wav,त्याच,त्याच
/Volumes/data&proj/konkani/KonkaniRawSpeechCorpus/Data/Place Name-W2/Female/21To50/LDC-IL_Scheduled_Konkani_Female_21To50_Place Name-W2_SP-0085_W2-0796.wav,जालौन,जालौन
/Volumes/data&proj/konkani/KonkaniRawSpeechCorpus/Data/Place Name-W2/Male/21To50/LDC-IL_Scheduled_Konkani_Male_21To50_Place Name-W2_SP-0197_W2-1143.wav,नावेली,नावेली
/Volumes/data&proj/konkani/KonkaniRawSpeechCorpus/Data/Command and Control Words-W1/Female/Above51/LDC-IL_Scheduled_Konkani_Female_Above51_Command and Control Words-W1_SP-0228_W1-0124.wav,वाडयात,वाडयात
/Volumes/data&proj/konkani/KonkaniRawSpeechCorpus/Data/Most Frequent Word-Part-W3A/Male/Above51/LDC-IL_Scheduled_Konkani_Male_Above51_Most Frequent Word-Part-W3A_SP-0454_W3A-0631.wav,बसोवप,बसोवप
/Volumes/data&proj/konkani/KonkaniRawSpeechCorpus/Data/Command and Control Words-W1/Male/21To50/LDC-IL_Scheduled_Konkani_Male_21To50_Command and Control Words-W1_SP-0197_W1-0044.wav,पळोवचें,पळोवचें
/Volumes/data&proj/konkani/KonkaniRawSpeechCorpus/Data/Command and Control Words-W1/Male/21To50/LDC-IL_Scheduled_Konkani_Male_21To50_Command and Control Words-W1_SP-0285_W1-0119.wav,उणें करात,उणें करात
/Volumes/data&proj/konkani/KonkaniRawSpeechCorpus/Data/Most Frequent Word-FullSet-W3B/Female/16To20/LDC-IL_Scheduled_Konkani_Female_16To20_Most Frequent Word-FullSet-W3B_SP-0034_W3B-0906.wav,मानवप,मानवप
/Volumes/data&proj/konkani/KonkaniRawSpeechCorpus/Data/Command and Control Words-W1/Male/Above51/LDC-IL_Scheduled_Konkani_Male_Above51_Command and Control Words-W1_SP-0432_W1-0224.wav,छाप्पन,छाप्पन
/Volumes/data&proj/konkani/KonkaniRawSpeechCorpus/Data/Person Name-W2/Female/21To50/LDC-IL_Scheduled_Konkani_Female_21To50_Person Name-W2_SP-0091_W2-0050.wav,इन्द्र कुमार गुजराल,इन्द्र कुमार गुजराल
/Volumes/data&proj/konkani/KonkaniRawSpeechCorpus/Data/Command and Control Words-W1/Female/21To50/LDC-IL_Scheduled_Konkani_Female_21To50_Command and Control Words-W1_SP-0421_W1-0218.wav,पन्नास,पन्नास
/Volumes/data&proj/konkani/KonkaniRawSpeechCorpus/Data/Phonetically Balanced-W4/Female/Above51/LDC-IL_Scheduled_Konkani_Female_Above51_Phonetically Balanced-W4_SP-0156_W4-0202.wav,पोट,पोट
/Volumes/data&proj/konkani/KonkaniRawSpeechCorpus/Data/Most Frequent Word-FullSet-W3B/Female/16To20/LDC-IL_Scheduled_Konkani_Female_16To20_Most Frequent Word-FullSet-W3B_SP-0034_W3B-0349.wav,उजवाड,उजवाड
/Volumes/data&proj/konkani/KonkaniRawSpeechCorpus/Data/Most Frequent Word-Part-W3A/Male/21To50/LDC-IL_Scheduled_Konkani_Male_21To50_Most Frequent Word-Part-W3A_SP-0197_W3A-0143.wav,आशिल्ली,आशिल्ली
/Volumes/data&proj/konkani/KonkaniRawSpeechCorpus/Data/Person Name-W2/Female/Above51/LDC-IL_Scheduled_Konkani_Female_Above51_Person Name-W2_SP-0461_W2-0246.wav,दिवाकर पाठक,दिवाकर पाठक
/Volumes/data&proj/konkani/KonkaniRawSpeechCorpus/Data/Phonetically Balanced-W4/Male/16To20/LDC-IL_Scheduled_Konkani_Male_16To20_Phonetically Balanced-W4_SP-0167_W4-0172.wav,इच्छासक्त,इच्छासक्त
/Volumes/data&proj/konkani/KonkaniRawSpeechCorpus/Data/Command and Control Words-W1/Female/16To20/LDC-IL_Scheduled_Konkani_Female_16To20_Command and Control Words-W1_SP-0095_W1-0048.wav,वळचें,वळचें
/Volumes/data&proj/konkani/KonkaniRawSpeechCorpus/Data/Sentence-S/Female/21To50/LDC-IL_Scheduled_Konkani_Female_21To50_Sentence-S_SP-0122_S-0103.wav,गोंयचो पाव म्हारग जाला.,गोंयचो पाव म्हारग जाला.
/Volumes/data&proj/konkani/KonkaniRawSpeechCorpus/Data/Place Name-W2/Male/16To20/LDC-IL_Scheduled_Konkani_Male_16To20_Place Name-W2_SP-0452_W2-0914.wav,मेरठ,मेरठ
/Volumes/data&proj/konkani/KonkaniRawSpeechCorpus/Data/Command and Control Words-W1/Male/21To50/LDC-IL_Scheduled_Konkani_Male_21To50_Command and Control Words-W1_SP-0121_W1-0271.wav,करोड़,करोड<unk>
/Volumes/data&proj/konkani/KonkaniRawSpeechCorpus/Data/Command and Control Words-W1/Female/21To50/LDC-IL_Scheduled_Konkani_Female_21To50_Command and Control Words-W1_SP-0344_W1-0083.wav,वाचात,वाचात
/Volumes/data&proj/konkani/KonkaniRawSpeechCorpus/Data/Most Frequent Word-Part-W3A/Female/21To50/LDC-IL_Scheduled_Konkani_Female_21To50_Most Frequent Word-Part-W3A_SP-0398_W3A-0946.wav,सभा,सभा
/Volumes/data&proj/konkani/KonkaniRawSpeechCorpus/Data/Form and Function Word-W5/Male/16To20/LDC-IL_Scheduled_Konkani_Male_16To20_Form and Function Word-W5_SP-0151_W5-0103.wav,रडप,रडप
/Volumes/data&proj/konkani/KonkaniRawSpeechCorpus/Data/Most Frequent Word-Part-W3A/Female/Above51/LDC-IL_Scheduled_Konkani_Female_Above51_Most Frequent Word-Part-W3A_SP-0228_W3A-0977.wav,पूजा,पूजा
/Volumes/data&proj/konkani/KonkaniRawSpeechCorpus/Data/Most Frequent Word-Part-W3A/Female/21To50/LDC-IL_Scheduled_Konkani_Female_21To50_Most Frequent Word-Part-W3A_SP-0421_W3A-0754.wav,चेडूं,चेडूं
/Volumes/data&proj/konkani/KonkaniRawSpeechCorpus/Data/Command and Control Words-W1/Female/21To50/LDC-IL_Scheduled_Konkani_Female_21To50_Command and Control Words-W1_SP-0356_W1-0126.wav,सोद,सोद
/Volumes/data&proj/konkani/KonkaniRawSpeechCorpus/Data/Person Name-W2/Female/21To50/LDC-IL_Scheduled_Konkani_Female_21To50_Person Name-W2_SP-0463_W2-0366.wav,मनोरमा श्रीवास्तव,मनोरमा श्रीवास्तव
/Volumes/data&proj/konkani/KonkaniRawSpeechCorpus/Data/Form and Function Word-W5/Male/21To50/LDC-IL_Scheduled_Konkani_Male_21To50_Form and Function Word-W5_SP-0158_W5-0035.wav,उरप,उरप
/Volumes/data&proj/konkani/KonkaniRawSpeechCorpus/Data/Command and Control Words-W1/Male/21To50/LDC-IL_Scheduled_Konkani_Male_21To50_Command and Control Words-W1_SP-0419_W1-0089.wav,विचारात,विचारात
/Volumes/data&proj/konkani/KonkaniRawSpeechCorpus/Data/Sentence-S/Male/Above51/LDC-IL_Scheduled_Konkani_Male_Above51_Sentence-S_SP-0415_S-0357.wav,सकाळचें आनी सांजेचे चलप आरोग्या खातीर एकदम बरें आसता.,सकाळचें आनी सांजेचे चलप आरोग्या खाती एकदम बरें आसता.
/Volumes/data&proj/konkani/KonkaniRawSpeechCorpus/Data/Sentence-S/Male/Above51/LDC-IL_Scheduled_Konkani_Male_Above51_Sentence-S_SP-0310_S-0170.wav,शिपयो एकठांय करप हो संकेताचो छंद आसा.,शिपयो एकठांय करप हो संकेताचो छंद आसा.
/Volumes/data&proj/konkani/KonkaniRawSpeechCorpus/Data/Sentence-S/Female/Above51/LDC-IL_Scheduled_Konkani_Female_Above51_Sentence-S_SP-0283_S-0213.wav,रांनपघरांतल्यान आयदनांचो ठणठण आवाज आयलो.,रांनपघरांतल्यान आयदनांचो ठणठण आवाज आयलो.
/Volumes/data&proj/konkani/KonkaniRawSpeechCorpus/Data/Most Frequent Word-Part-W3A/Male/21To50/LDC-IL_Scheduled_Konkani_Male_21To50_Most Frequent Word-Part-W3A_SP-0413_W3A-0343.wav,गाडी,गाडी
/Volumes/data&proj/konkani/KonkaniRawSpeechCorpus/Data/Most Frequent Word-Part-W3A/Female/Above51/LDC-IL_Scheduled_Konkani_Female_Above51_Most Frequent Word-Part-W3A_SP-0401_W3A-0881.wav,पापा,पापा
